Client_ID,Professionals_Count,Students_Count,Observers_Count,Course_Start_Date,Practical_Hours,Theory_Hours,Registration_Days_Before,Origin_Country,Catering_Package,Welcome_Gift_Type,Requested_Lab_Config,Assigned_Lab_Config,Prev_Course_Dropouts,Prev_Course_Attended,Pre_Course_Supports_Tickets,Physical_Course_Kits,Waiting_List_Days,Registration_Changes,Enrollment_Type,Lanyard_Color,Client_Category,Submission_Source,Returning_Client,Agent_ID,Company_ID,Payment_Terms,Daily_Tuition_Cost,Dropped_Course
53995,2,0.0,0,2016-05-17,0,3,40.0,FRA,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,140.4,0
61733,2,0.0,0,2015-12-29,0,4,0.0,FRA,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,Organizational Arrangement,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,,,Pay Upon Start,60.25,0
24971,2,0.0,0,2016-10-22,1,1,71.0, PRT ,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,Affiliated Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,140.0,,Pay Upon Start,110.5,1
2596,2,0.0,0,2016-09-09,0,1,0.0,PRT,Standard (Coffee Only),Water Bottle,High-GPU Unit,High-GPU Unit,0,0,1,1.0,0,0,General Admission,Black,Non-Profit & EduTech,Direct Website Registration,0,,,Pay Upon Start,0.0,0
72950,1,0.0,0,2016-04-28,0,3,178.0,prt,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),1,0,0,0.0,46,0,General Admission,Orange,Traditional IT & Telecomm,B2B Platforms & Resellers,0,139.0,,Prepaid (Non-Refundable),110.0,1
66045,1,0.0,0,2017-03-15,0,2,50.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Orange,Traditional IT & Telecomm,B2B Platforms & Resellers,0,313.0,,Pay Upon Start,65.0,0
27720,2,0.0,0,2016-07-01,0,2,179.0,PRT,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission, Black  ,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Prepaid (Non-Refundable),65.0,1
2083,1,0.0,0,2017-02-11,2,4,9.0,PRT,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,220.0,,Pay Upon Start,70.4,1
71430,2,0.0,0,2016-06-20,1,0,3.0,PRT,Standard (Coffee Only),Water Bottle,Linux Workstation,Linux Workstation,0,0,3,1.0,0,0,General Admission,Blue,non-profit & edutech,Direct Website Registration,0,,,Pay Upon Start,0.0,0
57470,2,0.0,0,2015-09-23,0,2,83.0,ESP,Standard (Coffee Only),Branded Notebook,,Linux Workstation,0,0,0,0.0,0,0,Affiliated Admission,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,PAY UPON START,62.0,0
70518,2,0.0,0,2016-11-11,0,2,9.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,3,1.0,0,0,General Admission,Black,Non-Profit & EduTech,Direct Website Registration,0,,,Pay Upon Start,0.0,0
20914,2,0.0,0,2015-08-23,2,3,90.0,FRA,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,158.0,,Pay Upon Start,76.5,0
2098,2,0.0,0,2015-12-29,0,3,87.0,ITA,Standard (Coffee Only),Branded Notebook,Laptop Docking Station,Laptop Docking Station,0,0,1,0.0,0,0,Affiliated Admiss?ion,Orange,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,PAY UPON START,95.7,0
69283,2,1.0,0,2015-09-05,2,1,16.0,ESP,Standard (Coffee Only),Water Bottle,Dual Monitor Setup,Dual Monitor Setup,0,0,3,0.0,0,1,Contractual Agreement,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,pay upon start,165.0,0
78582,2,0.0,0,2016-10-13,0,1,40.0,PRT,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Blue,SAAS & SOFTWARE HOUSES,Unknown,0,104.0,,Pay Upon Start,83.16,0
39666,2,0.0,0,2016-09-02,0,1,56.0,ITA,No Food Plan,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,black,  SaaS & Software Houses  ,?,0,184.0,,Pay Upon Start,99.0,1
26790,2,0.0,0,2016-05-04,0,3,103.0,FRA,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,Affiliated Admission,Black,Traditional IT & Telecomm,B2B Platforms & Resellers,0,111.0,,Pay Upon Start,80.0,0
78366,1,0.0,0,2016-02-28,2,1,116.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,Affiliated Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,147.0,,Pay Upon Start,76.0,0
8582,2,0.0,0,2016-03-20,2,2,60.0,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Red,Traditional IT & Teleco?mm,B2B Platforms & Resellers,0,205.0,,PREPAID (NON-REFUNDABLE),75.0,1
17056,2,0.0,0,2016-05-10,0,2,298.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,207,0,Affiliated Admission,Black,Traditional IT & Telecomm,B2B Platforms & Resellers,0,258.0,, Pay Upon Start ,75.0,1
3495,2,0.0,0,2016-07-14,0,3,162.0,FRA,STANDARD (COFFEE ONLY),Water Bottle,Standard PC (Windows),Linux Workstation,0,0,0,0.0,0,0,General Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,224.0,,Pay Upon Start,112.0,0
56539,2,0.0,0,2016-06-23,0,2,351.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Prepaid (Non-Refundable),62.0,1
22281,2,0.0,0,2016-10-09,1,0,,FRA,No Food Plan,Branded Notebook,Standard PC (Windows),Laptop Docking Station,0,0,1,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,108.0,1
13856,2,0.0,0,2016-08-26,0,2,256.0,DEU,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,118.0,,Pay Upon Start,72.25,0
188,2,0.0,0,2016-11-01,0,3,25.0,FRA,No Food Plan,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B PLATFORMS & RESELLERS,0,184.0,,Pay Upon Start,100.0,0
65468,2,0.0,0,2016-11-27,1,0,22.0,CHE,Standard (Coffee Only),Portable Charger,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,104.0,0
10051,2,1.0,0,2016-08-21,2,0,208.0,  DEU  ,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,2,0.0,0,0,General Admission,R#ed,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,112.5,0
72508,2,0.0,0,2016-07-13,0,3,169.0,CHE,No Food Plan,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,1,Affiliated Admission,blue,SaaS & Software Houses,B2B PLATFORMS & RESELLERS,0,184.0,,Pay Upon Start,94.5,0
70446,2,0.0,0,2015-07-01,0,2,257.0,PRT,Lunch Included,Portable Charger,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Black,Traditional IT & Telecomm,B2B Platforms & Resellers,0,219.0,,pay upon start,101.5,0
48805,2,0.0,0,2016-03-30,2,8,80.0,ARG,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,73.1,1
48663,2,0.0,0,2016-12-15,0,3,24.0,GBR,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,104.0,0
42094,2,0.0,0,2016-09-23,0,2,429.0,PRT,Standard (Coffee Only),Water Bottle,,Standard PC (Windows),0,0,0,0.0,330,0,Affiliated Admission,Red,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Pay Upon Start,65.0,1
73027,2,0.0,0,2016-10-29,2,1,183.0,BEL,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,2,0.0,0,0,General Admission,Blue,SaaS & Software Houses,b2b platforms & resellers,0,184.0,,Pay Upon Start,80.1,1
1316,2,0.0,0,2017-03-28,0,3,156.0,BRA,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,1,,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,104.0,,Pay Upon Start,79.0,0
31387,3,0.0,0,2016-08-25,0,2,129.0, ESP ,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,General Admission,Black, SaaS & Software Houses ,B2B Platforms & Resellers,0,184.0,, Pay Upon Start ,137.7,0
5685,2,0.0,0,2016-09-20,0,2,333.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),1,0,0,0.0,19,0,  General Admission ,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,313.0,,Prepaid (Non-Refundable),90.0,1
32516,2,0.0,0,2016-08-25,0,1,4.0,CHL,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Laptop Docking Station,0,0,1,0.0,0,1,General Admission,Orange,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,149.0,0
24606,2,0.0,0,2016-04-24,2,3,45.0,NLD,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Laptop Docking Station,0,0,0,0.0,0,1,Affiliated Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,99.79,0
40343,2,0.0,0,2016-11-25,0,2,83.0,DEU,Standard (Coffee Only),Portable Charger,,Standard PC (Windows),0,0,2,0.0,0,0,General Admission,black,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,93.6,0
76041,3,0.0,0,2016-03-24,0,3,12.0,ESP,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,General Admission,Black,SAAS & SOFTWARE HOUSES,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,183.67,1
63267,2,0.0,0,2017-02-17,0,2,15.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,Gener*al Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,139.0,,Prepaid (Non-Refundable),95.0,1
1569,2,0.0,0,2016-11-18,1,2,249.0,ESP,Lunch Included,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Orange,SaaS & Software Houses,B2B Platforms & Resellers,0,,,Pay Upon Start,112.5,1
22807,1,0.0,0,2016-06-15,0,2,188.0,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,39,0,General Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,133.0,,Prepaid (Non-Refundable),130.0,1
59599,2,0.0,0,2015-09-12,2,2,68.0,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,affiliated admission,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Pay Upon Start,62.0,1
22758,2,0.0,0,2016-12-10,1,1,,AUS,No Food Plan,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,2,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,79.2,0
32080,1,0.0,0,2016-03-14,1,2,0.0,PRT,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),2,26,0,0.0,0,0,Affiliated Admission,Blue,Industrial Tech & IoT,Dedicated Sales Team,1,,5181.0,  Pay Upon Start ,65.0,0
36118,2,0.0,0,2015-09-02,0,1,14.0,DEU,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Linux Workstation,0,0,1,0.0,0,0,General Admission,Blue,SaaS & Software Houses,b2b platforms & resellers,0,217.0,,Pay Upon Start,94.5,0
20858,1,0.0,0,2016-10-10,1,0,131.0,FRA,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0, General Admission ,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,PAY UPON START,108.0,1
44203,2,0.0,0,2015-07-22,0,2,278.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),1,0,0,0.0,0,0,Affiliated Admission,Red,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Prepaid (Non-Refundable),62.0,1
71469,2,0.0,0,2016-03-20,1,0,0.0,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Linux Workstation,0,0,0,0.0,0,0,Affiliated Admission,Black,FinTech & Banking,Direct Website Registration,0,,,Pay Upon Start,129.0,0
42691,1,0.0,0,2017-04-17,1,2,83.0,USA,No Food Plan,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,104.0,,Pay Upon Start,72.42,0
67928,2,0.0,0,2015-09-04,0,1,219.0,DEU,Lunch Included,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,Affiliated Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,219.0,,Pay Upon Start,108.0,0
65372,1,0.0,0,2016-03-12,2,2,31.0,FRA,Standard (Coffee Only),Portable Charger,Linux Workstation,Linux Workstation,0,0,1,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,95.4,1
73148,2,0.0,0,2016-07-01,0,2,53.0,PRT,No Food Plan,Water Bottle,Standard PC (Windows),Laptop Docking Station,0,0,1,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,104.0,,Pay Upon Start,78.35,0
75537,2,1.0,0,2016-03-22,0,3,42.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,1,General Admission,blue,  Traditional IT & Telecomm  ,  B2B Platforms & Resellers ,0,189.0,,Unknown,76.05,1
21264,2,1.0,0,2016-10-11,0,5,128.0,NOR,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,General Admission,RED,SaaS & Software Houses,b2b platforms & resellers,0,184.0,,Pay Upon Start,135.0,1
63153,2,0.0,0,2015-09-25,2,3,87.0,  PRT  ,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Black,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Prepaid (Non-Refundable),170.0,1
5798,1,0.0,0,2017-04-20,0,3,44.0,ITA,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,1,Affiliated Admission,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Pay Upon Start,106.67,0
38444,2,0.0,0,2016-04-15,0,2,122.0,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,56,0,Affiliated Admission,Red,traditional it & telecomm,B2B Platforms & Resellers,0,194.0,,Pay Upon Start,85.0,0
4537,3,0.0,0,2017-04-11,0,4,,FRA,Standard (Coffee Only),Water Bottle,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,General Admission,Black,SAAS & SOFTWARE HOUSES,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,166.5,1
43093,2,0.0,0,2016-02-18,0,3,,NLD,Standard (Coffee Only),USB Drive,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,90.3,0
20351,2,0.0,0,2016-03-06,2,3,27.0,FRA,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Linux Workstation,0,0,0,0.0,0,0,General Admission,Blue,Traditional IT & Telecomm,B2B PLATFORMS & RESELLERS,0,224.0,,Pay Upon Start,87.0,0
56612,2,0.0,0,2015-09-07,2,5,5.0,GBR,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,FinTech & Banking,Direct Website Registration,0,,,Pay Upon Start,114.43,0
32233,2,2.0,0,2016-08-01,2,5,138.0,MAR,Standard (Coffee Only),Branded Notebook,Dual Monitor Setup,Dual Monitor Setup,0,0,0,0.0,0,0,General Admission,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,169.88,1
55700,2,1.0,0,2016-06-18,0,1,1.0,PRT,Standard (Coffee Only),Branded Notebook,,Standard PC (Windows),0,0,2,1.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,pay upon start,168.0,0
25691,2,0.0,0,2015-11-01,2,3,26.0,PRT,Standard (Coffee Only),Branded Notebook,Laptop Docking Station,Laptop Docking Station,0,0,0,0.0,0,1,Contractual Agreement,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,85.0,0
31791,2,1.0,0,2016-08-24,1,4,287.0,DEU,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Orange,FinTech & Banking,Direct Website Registration,0,,,Pay Upon Start,90.1,0
36135,2,0.0,0,2016-08-12,0,2,86.0,ESP,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,  General Admission  ,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,107.1,0
73032,2,0.0,0,2016-09-22,0,1,,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Dual Monitor Setup,0,0,1,0.0,0,1, General Admission  ,Blue, SaaS & Software Houses ,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,195.0,0
18296,2,0.0,0,2016-02-26,1,2,22.0,DEU,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,,,Pay Upon Start,72.64,0
62461,2,0.0,0,2017-04-15,2,1,177.0,CN,Lunch Included,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,1,Affiliated Admission,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,0,,,Pay Upon Start,105.33,0
14089,2,0.0,0,2016-09-28,0,3,120.0,ISR,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,General Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,220.0,,Pay Upon Start,108.57,0
28624,2,0.0,0,2015-08-01,2,1,166.0,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),1,0,2,0.0,0,0,General Admission,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon St!art,76.5,1
45909,1,0.0,0,2016-10-29,2,1,8.0,#AUT,No Food Plan,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,104.0,,Pay Upon Start,85.35,0
16180,2,0.0,0,2016-07-28,0,2,386.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,GENERAL ADMISSION,Black,Big Tech & Multinationals,,0,218.0,,Prepaid (Non-Refundable),62.0,1
39480,2,0.0,0,2017-03-17,2,2,24.0,FRA,Standard (Coffee Only),Water Bottle,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,General Admission, Orange ,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,104.55,1
56295,2,0.0,0,2015-12-30,0,3,89.0,PRT,Standard (Coffee Only),Water Bottle,,Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,262.0,,Pay Upon Start,79.82,0
12734,1,0.0,0,2016-01-27,0,2,137.0,PRT,  STANDARD (COFFEE ONLY)  ,Branded Notebook,Standard PC (Windows),Standard PC (Windows),1,0,0,0.0,45,0,General Admission,Red,Big Tech & Multinationals,B2B Platforms & Resellers,0,129.0,,PREPAID (NON-REFUNDABLE),70.0,1
42278,2,0.0,0,2015-10-21,0,3,33.0,gbr,Standard (Coffee Only),Water Bottle,Laptop Docking Station,Laptop Docking Station,0,0,0,0.0,0,0,General Admission,Blue,Traditional IT & Telecomm,B2B PLATFORMS & RESELLERS,0,220.0,,Pay Upon Start,83.16,0
59531,2,0.0,0,2017-02-01,0,3,56.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Bl*ue,Big Tech & Multinationals,B2B Platforms & Resellers,0,129.0,,Prepaid (Non-Refundable),60.0,1
8898,2,0.0,0,2016-09-09,1,2,198.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,205.0,,  Prepaid (Non-Refundable)  ,90.0,1
23293,2,0.0,0,2016-05-30,-5,2,12.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,104.0,,Pay Upon Start,100.87,1
48070,2,0.0,0,2017-03-23,1,3,74.0,DEU,Standard (Coffee Only),Water Bottle,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,100.3,1
29894,2,0.0,0,2016-09-15,0,1,1.0,PRT,No Food Plan,USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Green,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,159.0,0
54359,2,0.0,0,2015-09-18,0,2,74.0,PRT,Lunch Included,Branded Notebook,,Standard PC (Windows),0,0,0,0.0,0,0,Affiliated Admission,Red,Traditional IT & Telecomm,B2B Platforms & Resellers,0,219.0,,Pay Upon Start,109.0,0
1673,2,0.0,0,2016-11-18,0,2,53.0,FRA, Standard (Coffee Only) ,Water Bottle,Standard PC (Windows),Linux Workstation,0,0,0,0.0,0,0,General Admission,Blue, Traditional IT & Telecomm ,B2B Platforms & Resellers,0,224.0,,Pay Upon Start,75.0,0
42514,2,0.0,0,2015-08-09,1,0,1.0,FRA,No Food Plan,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,89.0,0
13790,2,0.0,0,2016-08-14,2,1,18.0,DEU,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,General Admission,Red,Traditional IT & Telecomm,B2B Platforms & Resellers,0,220.0,,Pay Upon Start,132.8,0
12434,2,2.0,0,2016-10-29,2,2,12.0,AUT,Standard (Coffee Only),Branded Notebook,Dual Monitor Setup,Dual Monitor Setup,0,0,1,0.0,0,0,General Admission,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,202.88,1
73280,2,0.0,0,2016-10-21,0,2,11.0,DEU,No? Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,140.0,0
79104,2,0.0,0,2017-04-24,1,3,38.0,NLD,Standard (Coffee Only),Branded Notebook,MacOS Station,MacOS Station,0,0,3,0.0,0,1,General Admission,Black,saas & software houses,  B2B Platforms & Resellers  ,0,184.0,,Pay Upon Start,174.0,0
43650,2,0.0,0,2015-10-25,2,1,31.0,FRA,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,1,0.0,0,0,General Admis!sion,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,224.0,,Pay Upon Start,75.0,0
17415,2,0.0,0,2017-01-03,1,5,4.0,CHE,No Food Plan,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Green,SaaS & Software Houses,B2B Platforms & Resellers,0,104.0,,Pay Upon Start,53.83,0
46981,2,0.0,0,2017-03-15,0,3,92.0,PRT,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,black,Big Tech & Multinationals,Direct Website Registration,0,,,Prepaid (Non-Refundable),85.0,1
42124,2,0.0,0,2016-06-17,0,2,245.0,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,258.0,,Prepaid (Non-Refundable),75.0,1
10655,2,0.0,0,2017-04-25,0,4,78.0,GBR,Standard (Coffee Only),Portable Charger,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,121.5,0
67363,2,0.0,0,2017-02-01,0,3,56.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Orange,Big Tech & Multinationals,B2B Platforms & Resellers,0,129.0,,Prepaid (Non-Refundable),60.0,1
76161,3,0.0,0,2016-10-02,2,3,161.0,BRA,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Laptop Docking Station,0,0,2,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,104.0,,Pay Upon Start,108.8,0
64632,2,1.0,0,2017-02-05,2,4,28.0,FRA,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,1,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,104.0,,Pay Upon Start,84.17,0
3051,2,0.0,0,2015-09-10,0,2,328.0,PRT,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),1,0,0,0.0,0,0,Contractual Agreement,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,0,,,Prepaid (Non-Refundable),62.0,1
